match_id,match_date,year,round,venue,crowd,home_team,away_team,home_score,away_score,margin_home,is_final,target_result,target_margin,decade,venue_state,away_team_state,away_is_interstate,team_home,form_win_rate_last5_home,form_avg_score_last5_home,form_avg_margin_last5_home,win_streak_home,days_rest_home,ladder_pos_before_home,h2h_win_rate_prior_home,is_interstate_home,team_away,form_win_rate_last5_away,form_avg_score_last5_away,form_avg_margin_last5_away,win_streak_away,days_rest_away,ladder_pos_before_away,h2h_win_rate_prior_away,is_interstate_away
Carlton Blues_Fitzroy Lions_1986-07-05_15,1986-07-05,1986,15,Waverley Park,14962.0,Fitzroy Lions,Carlton Blues,59,53,6,False,HOME_WIN,6,1980,VIC,VIC,0,Fitzroy Lions,0.2,90.0,-26.6,-2.0,7.0,5.0,0.3333333333333333,0,Carlton Blues,0.8,142.4,63.4,2.0,7.0,3.0,0.7142857142857143,0
Sydney Swans_Western Bulldogs_1986-07-05_15,1986-07-05,1986,15,Western Oval,21963.0,Western Bulldogs,Sydney Swans,70,86,-16,False,AWAY_WIN,-16,1980,VIC,NSW,1,Western Bulldogs,0.8,114.0,41.6,3.0,7.0,4.0,0.4,0,Sydney Swans,0.8,100.8,12.8,2.0,6.0,2.0,0.5714285714285714,1
Hawthorn Hawks_St Kilda Saints_1986-07-05_15,1986-07-05,1986,15,Princes Park,6979.0,Hawthorn Hawks,St Kilda Saints,59,38,21,False,HOME_WIN,21,1980,VIC,VIC,0,Hawthorn Hawks,0.8,136.8,48.0,4.0,7.0,1.0,1.0,0,St Kilda Saints,0.2,86.2,-38.8,-1.0,7.0,12.0,0.0,0
Essendon Bombers_Melbourne Demons_1986-07-05_15,1986-07-05,1986,15,Melbourne Cricket Ground,21560.0,Melbourne Demons,Essendon Bombers,60,182,-122,False,AWAY_WIN,-122,1980,VIC,VIC,0,Melbourne Demons,0.2,79.6,-43.6,1.0,7.0,10.0,0.0,0,Essendon Bombers,0.2,83.6,-15.8,-1.0,7.0,5.0,1.0,0
Collingwood Magpies_Geelong Cats_1986-07-05_15,1986-07-05,1986,15,GMHBA Stadium,17659.0,Geelong Cats,Collingwood Magpies,58,129,-71,False,AWAY_WIN,-71,1980,VIC,VIC,0,Geelong Cats,0.4,99.4,-9.6,-3.0,6.0,10.0,0.42857142857142855,0,Collingwood Magpies,0.8,117.0,31.6,1.0,7.0,5.0,0.6,0
Carlton Blues_North Melbourne Kangaroos_1986-07-12_16,1986-07-12,1986,16,Melbourne Cricket Ground,24506.0,North Melbourne Kangaroos,Carlton Blues,92,149,-57,False,AWAY_WIN,-57,1980,VIC,VIC,0,North Melbourne Kangaroos,0.2,81.0,-41.8,-3.0,8.0,8.0,0.375,0,Carlton Blues,0.6,120.0,39.0,-1.0,7.0,3.0,0.6470588235294118,0
Hawthorn Hawks_Melbourne Demons_1986-07-12_16,1986-07-12,1986,16,Waverley Park,10272.0,Melbourne Demons,Hawthorn Hawks,50,117,-67,False,AWAY_WIN,-67,1980,VIC,VIC,0,Melbourne Demons,0.2,81.8,-44.8,-1.0,7.0,10.0,0.13333333333333333,0,Hawthorn Hawks,1.0,132.8,58.0,5.0,7.0,1.0,0.8571428571428571,0
Geelong Cats_St Kilda Saints_1986-07-12_16,1986-07-12,1986,16,GMHBA Stadium,9491.0,Geelong Cats,St Kilda Saints,112,85,27,False,HOME_WIN,27,1980,VIC,VIC,0,Geelong Cats,0.2,85.8,-27.0,-4.0,7.0,10.0,0.8666666666666667,0,St Kilda Saints,0.2,75.6,-34.6,-2.0,7.0,12.0,0.14285714285714285,0
Essendon Bombers_Sydney Swans_1986-07-13_16,1986-07-13,1986,16,Sydney Cricket Ground,33192.0,Sydney Swans,Essendon Bombers,162,103,59,False,HOME_WIN,59,1980,NSW,VIC,1,Sydney Swans,0.8,92.8,11.0,3.0,8.0,2.0,0.4666666666666667,0,Essendon Bombers,0.4,95.8,11.8,1.0,8.0,4.0,0.5714285714285714,1
Richmond Tigers_Western Bulldogs_1986-07-19_16,1986-07-19,1986,16,Western Oval,19341.0,Western Bulldogs,Richmond Tigers,122,95,27,False,HOME_WIN,27,1980,VIC,VIC,0,Western Bulldogs,0.6,106.4,32.6,-1.0,14.0,4.0,0.6,0,Richmond Tigers,0.6,98.4,-21.2,1.0,15.0,8.0,0.42857142857142855,0
Collingwood Magpies_Fitzroy Lions_1986-07-19_16,1986-07-19,1986,16,Waverley Park,34488.0,Fitzroy Lions,Collingwood Magpies,85,132,-47,False,AWAY_WIN,-47,1980,VIC,VIC,0,Fitzroy Lions,0.4,81.6,-20.4,1.0,14.0,4.0,0.5882352941176471,0,Collingwood Magpies,0.8,116.2,37.4,2.0,14.0,4.0,0.375,0
Carlton Blues_Essendon Bombers_1986-07-20_17,1986-07-20,1986,17,Melbourne Cricket Ground,51646.0,Essendon Bombers,Carlton Blues,105,80,25,False,HOME_WIN,25,1980,VIC,VIC,0,Essendon Bombers,0.4,104.8,4.0,-1.0,7.0,6.0,0.7647058823529411,0,Carlton Blues,0.6,121.4,34.8,1.0,8.0,3.0,0.25,0
Richmond Tigers_St Kilda Saints_1986-07-26_17,1986-07-26,1986,17,Moorabbin Oval,11889.0,St Kilda Saints,Richmond Tigers,129,54,75,False,HOME_WIN,75,1980,VIC,VIC,0,St Kilda Saints,0.2,75.0,-32.4,-3.0,14.0,12.0,0.4666666666666667,0,Richmond Tigers,0.4,98.0,-30.0,-1.0,7.0,8.0,0.5714285714285714,0
Fitzroy Lions_Hawthorn Hawks_1986-07-26_17,1986-07-26,1986,17,Princes Park,9886.0,Hawthorn Hawks,Fitzroy Lions,45,96,-51,False,AWAY_WIN,-51,1980,VIC,VIC,0,Hawthorn Hawks,1.0,127.2,54.4,6.0,14.0,1.0,0.75,0,Fitzroy Lions,0.4,83.0,-21.0,-1.0,7.0,6.0,0.29411764705882354,0
Collingwood Magpies_Western Bulldogs_1986-07-26_17,1986-07-26,1986,17,Melbourne Cricket Ground,49124.0,Collingwood Magpies,Western Bulldogs,76,65,11,False,HOME_WIN,11,1980,VIC,VIC,0,Collingwood Magpies,0.8,118.2,38.0,3.0,7.0,4.0,0.4666666666666667,0,Western Bulldogs,0.8,114.8,41.4,1.0,7.0,4.0,0.5714285714285714,0
Geelong Cats_North Melbourne Kangaroos_1986-07-26_17,1986-07-26,1986,17,Waverley Park,10091.0,Geelong Cats,North Melbourne Kangaroos,123,142,-19,False,AWAY_WIN,-19,1980,VIC,VIC,0,Geelong Cats,0.2,83.0,-29.2,1.0,14.0,10.0,0.42857142857142855,0,North Melbourne Kangaroos,0.2,86.6,-37.6,-4.0,14.0,8.0,0.6,0
Melbourne Demons_Sydney Swans_1986-07-27_17,1986-07-27,1986,17,Sydney Cricket Ground,19110.0,Sydney Swans,Melbourne Demons,189,65,124,False,HOME_WIN,124,1980,NSW,VIC,1,Sydney Swans,0.8,109.6,18.8,4.0,14.0,2.0,0.6,0,Melbourne Demons,0.2,79.8,-41.2,-2.0,15.0,11.0,0.42857142857142855,1
Collingwood Magpies_Melbourne Demons_1986-08-02_18,1986-08-02,1986,18,Victoria Park,16943.0,Collingwood Magpies,Melbourne Demons,92,105,-13,False,AWAY_WIN,-13,1980,VIC,VIC,0,Collingwood Magpies,0.8,109.4,35.0,4.0,7.0,4.0,0.9333333333333333,0,Melbourne Demons,0.2,67.8,-64.2,-3.0,6.0,11.0,0.0,0
Essendon Bombers_Hawthorn Hawks_1986-08-02_18,1986-08-02,1986,18,Windy Hill,21223.0,Essendon Bombers,Hawthorn Hawks,137,50,87,False,HOME_WIN,87,1980,VIC,VIC,0,Essendon Bombers,0.6,107.0,14.2,1.0,13.0,5.0,0.5,0,Hawthorn Hawks,0.8,109.6,39.6,-1.0,7.0,1.0,0.48,0
Carlton Blues_Sydney Swans_1986-08-02_18,1986-08-02,1986,18,Princes Park,27343.0,Carlton Blues,Sydney Swans,104,87,17,False,HOME_WIN,17,1980,VIC,NSW,1,Carlton Blues,0.6,115.4,34.4,-1.0,13.0,3.0,0.8571428571428571,0,Sydney Swans,1.0,129.2,44.4,5.0,6.0,1.0,0.13333333333333333,1
North Melbourne Kangaroos_St Kilda Saints_1986-08-02_18,1986-08-02,1986,18,Moorabbin Oval,11413.0,St Kilda Saints,North Melbourne Kangaroos,90,127,-37,False,AWAY_WIN,-37,1980,VIC,VIC,0,St Kilda Saints,0.4,85.8,-1.6,1.0,7.0,12.0,0.13333333333333333,0,North Melbourne Kangaroos,0.2,96.0,-34.6,1.0,7.0,8.0,0.8571428571428571,0
Geelong Cats_Western Bulldogs_1986-08-02_18,1986-08-02,1986,18,Waverley Park,11460.0,Western Bulldogs,Geelong Cats,79,76,3,False,HOME_WIN,3,1980,VIC,VIC,0,Western Bulldogs,0.6,97.0,23.4,-1.0,7.0,5.0,0.6,0,Geelong Cats,0.2,92.2,-19.4,-1.0,7.0,10.0,0.42857142857142855,0
Fitzroy Lions_Richmond Tigers_1986-08-02_18,1986-08-02,1986,18,Melbourne Cricket Ground,15200.0,Richmond Tigers,Fitzroy Lions,85,94,-9,False,AWAY_WIN,-9,1980,VIC,VIC,0,Richmond Tigers,0.2,82.0,-46.8,-2.0,7.0,9.0,0.5333333333333333,0,Fitzroy Lions,0.4,73.2,-24.4,1.0,7.0,5.0,0.42857142857142855,0
Fitzroy Lions_St Kilda Saints_1986-08-09_19,1986-08-09,1986,19,Victoria Park,8311.0,Fitzroy Lions,St Kilda Saints,160,75,85,False,HOME_WIN,85,1980,VIC,VIC,0,Fitzroy Lions,0.6,81.0,-5.0,2.0,7.0,4.0,0.5714285714285714,0,St Kilda Saints,0.2,83.6,-19.4,-1.0,7.0,12.0,0.4,0
Essendon Bombers_Richmond Tigers_1986-08-09_19,1986-08-09,1986,19,Waverley Park,30349.0,Essendon Bombers,Richmond Tigers,154,75,79,False,HOME_WIN,79,1980,VIC,VIC,0,Essendon Bombers,0.6,116.6,29.2,2.0,7.0,4.0,0.8571428571428571,0,Richmond Tigers,0.2,84.4,-36.8,-3.0,7.0,9.0,0.13333333333333333,0
North Melbourne Kangaroos_Western Bulldogs_1986-08-09_19,1986-08-09,1986,19,Melbourne Cricket Ground,32635.0,North Melbourne Kangaroos,Western Bulldogs,140,83,57,False,HOME_WIN,57,1980,VIC,VIC,0,North Melbourne Kangaroos,0.4,103.0,-15.2,2.0,7.0,8.0,0.25,0,Western Bulldogs,0.6,84.2,6.4,1.0,7.0,4.0,0.7058823529411765,0
Geelong Cats_Melbourne Demons_1986-08-09_19,1986-08-09,1986,19,Melbourne Cricket Ground,32635.0,Melbourne Demons,Geelong Cats,127,120,7,False,HOME_WIN,7,1980,VIC,VIC,0,Melbourne Demons,0.4,79.0,-51.2,1.0,7.0,10.0,0.42857142857142855,0,Geelong Cats,0.2,92.0,-17.6,-2.0,7.0,10.0,0.5333333333333333,0
Carlton Blues_Collingwood Magpies_1986-08-10_19,1986-08-10,1986,19,Melbourne Cricket Ground,72505.0,Carlton Blues,Collingwood Magpies,136,87,49,False,HOME_WIN,49,1980,VIC,VIC,0,Carlton Blues,0.6,109.8,26.0,1.0,8.0,3.0,0.625,0,Collingwood Magpies,0.8,108.8,32.6,-1.0,8.0,4.0,0.35294117647058826,0
Hawthorn Hawks_Sydney Swans_1986-08-10_19,1986-08-10,1986,19,Sydney Cricket Ground,39763.0,Sydney Swans,Hawthorn Hawks,73,171,-98,False,AWAY_WIN,-98,1980,NSW,VIC,1,Sydney Swans,0.8,127.4,40.8,-1.0,8.0,1.0,0.0,0,Hawthorn Hawks,0.6,89.2,10.2,-2.0,8.0,1.0,1.0,1
Fitzroy Lions_North Melbourne Kangaroos_1986-08-16_20,1986-08-16,1986,20,Waverley Park,15931.0,North Melbourne Kangaroos,Fitzroy Lions,93,61,32,False,HOME_WIN,32,1980,VIC,VIC,0,North Melbourne Kangaroos,0.6,117.4,5.6,3.0,7.0,6.0,0.4666666666666667,0,Fitzroy Lions,0.8,98.8,20.8,3.0,7.0,4.0,0.5714285714285714,0
Richmond Tigers_Sydney Swans_1986-08-16_20,1986-08-16,1986,20,Melbourne Cricket Ground,16142.0,Richmond Tigers,Sydney Swans,96,144,-48,False,AWAY_WIN,-48,1980,VIC,NSW,1,Richmond Tigers,0.2,84.6,-32.4,-4.0,7.0,9.0,0.7142857142857143,0,Sydney Swans,0.6,119.4,16.8,-2.0,6.0,2.0,0.3333333333333333,1
Carlton Blues_Geelong Cats_1986-08-16_20,1986-08-16,1986,20,GMHBA Stadium,13086.0,Geelong Cats,Carlton Blues,108,79,29,False,HOME_WIN,29,1980,VIC,VIC,0,Geelong Cats,0.2,97.8,-14.6,-3.0,7.0,11.0,0.3333333333333333,0,Carlton Blues,0.6,104.4,18.4,2.0,6.0,3.0,0.7142857142857143,0
Collingwood Magpies_Hawthorn Hawks_1986-08-16_20,1986-08-16,1986,20,Princes Park,16529.0,Hawthorn Hawks,Collingwood Magpies,144,72,72,False,HOME_WIN,72,1980,VIC,VIC,0,Hawthorn Hawks,0.6,88.4,9.6,1.0,6.0,1.0,0.8571428571428571,0,Collingwood Magpies,0.6,103.2,13.4,-2.0,6.0,6.0,0.13333333333333333,0
Melbourne Demons_Western Bulldogs_1986-08-16_20,1986-08-16,1986,20,Western Oval,11924.0,Western Bulldogs,Melbourne Demons,128,71,57,False,HOME_WIN,57,1980,VIC,VIC,0,Western Bulldogs,0.4,83.8,-10.8,-1.0,7.0,6.0,0.4666666666666667,0,Melbourne Demons,0.4,81.4,-58.6,2.0,7.0,10.0,0.5714285714285714,0
Essendon Bombers_St Kilda Saints_1986-08-16_20,1986-08-16,1986,20,Moorabbin Oval,13171.0,St Kilda Saints,Essendon Bombers,48,82,-34,False,AWAY_WIN,-34,1980,VIC,VIC,0,St Kilda Saints,0.2,83.4,-19.0,-2.0,7.0,12.0,0.0,0,Essendon Bombers,0.8,136.2,50.8,3.0,7.0,4.0,1.0,0
Melbourne Demons_North Melbourne Kangaroos_1986-08-23_21,1986-08-23,1986,21,Melbourne Cricket Ground,15110.0,Melbourne Demons,North Melbourne Kangaroos,182,97,85,False,HOME_WIN,85,1980,VIC,VIC,0,Melbourne Demons,0.4,83.6,-45.6,-1.0,7.0,10.0,0.2,0,North Melbourne Kangaroos,0.8,118.8,17.6,4.0,7.0,5.0,0.8571428571428571,0
Carlton Blues_Western Bulldogs_1986-08-23_21,1986-08-23,1986,21,Waverley Park,28697.0,Carlton Blues,Western Bulldogs,151,72,79,False,HOME_WIN,79,1980,VIC,VIC,0,Carlton Blues,0.6,109.6,13.8,-1.0,7.0,3.0,0.2857142857142857,0,Western Bulldogs,0.6,95.4,3.8,1.0,7.0,5.0,0.6666666666666666,0
Collingwood Magpies_Richmond Tigers_1986-08-23_21,1986-08-23,1986,21,Victoria Park,17800.0,Collingwood Magpies,Richmond Tigers,156,55,101,False,HOME_WIN,101,1980,VIC,VIC,0,Collingwood Magpies,0.4,91.8,-15.2,-3.0,7.0,8.0,0.7333333333333333,0,Richmond Tigers,0.0,81.0,-47.6,-5.0,7.0,9.0,0.2857142857142857,0
Essendon Bombers_Fitzroy Lions_1986-08-23_21,1986-08-23,1986,21,Windy Hill,18882.0,Essendon Bombers,Fitzroy Lions,61,96,-35,False,AWAY_WIN,-35,1980,VIC,VIC,0,Essendon Bombers,0.8,116.2,33.2,4.0,7.0,4.0,0.625,0,Fitzroy Lions,0.6,99.2,13.2,-1.0,7.0,5.0,0.4117647058823529,0
Geelong Cats_Hawthorn Hawks_1986-08-23_21,1986-08-23,1986,21,Princes Park,9659.0,Hawthorn Hawks,Geelong Cats,225,90,135,False,HOME_WIN,135,1980,VIC,VIC,0,Hawthorn Hawks,0.6,105.4,19.8,2.0,7.0,1.0,0.5714285714285714,0,Geelong Cats,0.4,107.8,5.4,1.0,7.0,10.0,0.4,0
St Kilda Saints_Sydney Swans_1986-08-24_21,1986-08-24,1986,21,Sydney Cricket Ground,18179.0,Sydney Swans,St Kilda Saints,140,111,29,False,HOME_WIN,29,1980,NSW,VIC,1,Sydney Swans,0.6,131.0,23.2,1.0,8.0,2.0,0.7142857142857143,0,St Kilda Saints,0.2,85.4,-21.6,-3.0,8.0,12.0,0.26666666666666666,1
Essendon Bombers_North Melbourne Kangaroos_1986-08-30_22,1986-08-30,1986,22,Windy Hill,17982.0,Essendon Bombers,North Melbourne Kangaroos,79,101,-22,False,AWAY_WIN,-22,1980,VIC,VIC,0,Essendon Bombers,0.8,107.8,38.0,-1.0,7.0,4.0,0.5882352941176471,0,North Melbourne Kangaroos,0.8,119.8,12.0,-1.0,7.0,6.0,0.375,0
Geelong Cats_Richmond Tigers_1986-08-30_22,1986-08-30,1986,22,Melbourne Cricket Ground,13569.0,Richmond Tigers,Geelong Cats,104,136,-32,False,AWAY_WIN,-32,1980,VIC,VIC,0,Richmond Tigers,0.0,73.0,-62.4,-6.0,7.0,9.0,0.2857142857142857,0,Geelong Cats,0.2,103.4,-27.0,-1.0,7.0,11.0,0.7333333333333333,0
Hawthorn Hawks_Western Bulldogs_1986-08-30_22,1986-08-30,1986,22,Western Oval,15196.0,Western Bulldogs,Hawthorn Hawks,55,125,-70,False,AWAY_WIN,-70,1980,VIC,VIC,0,Western Bulldogs,0.4,85.4,-17.4,-1.0,7.0,6.0,0.3157894736842105,0,Hawthorn Hawks,0.6,127.0,33.4,3.0,7.0,1.0,0.6666666666666666,0
Collingwood Magpies_St Kilda Saints_1986-08-30_22,1986-08-30,1986,22,Waverley Park,30442.0,St Kilda Saints,Collingwood Magpies,73,125,-52,False,AWAY_WIN,-52,1980,VIC,VIC,0,St Kilda Saints,0.2,90.6,-22.0,-4.0,6.0,12.0,0.0,0,Collingwood Magpies,0.4,96.6,-4.4,1.0,7.0,6.0,1.0,0
Fitzroy Lions_Sydney Swans_1986-08-30_22,1986-08-30,1986,22,Victoria Park,17141.0,Fitzroy Lions,Sydney Swans,73,63,10,False,HOME_WIN,10,1980,VIC,NSW,1,Fitzroy Lions,0.8,101.4,29.6,1.0,7.0,4.0,0.42857142857142855,0,Sydney Swans,0.6,126.6,17.2,2.0,6.0,2.0,0.5333333333333333,1
Carlton Blues_Melbourne Demons_1986-08-30_22,1986-08-30,1986,22,Princes Park,17471.0,Carlton Blues,Melbourne Demons,139,53,86,False,HOME_WIN,86,1980,VIC,VIC,0,Carlton Blues,0.6,110.0,18.2,1.0,7.0,3.0,0.7333333333333333,0,Melbourne Demons,0.6,110.0,-15.2,1.0,7.0,9.0,0.2857142857142857,0
Essendon Bombers_Fitzroy Lions_1986-09-06_EF,1986-09-06,1986,EF,Waverley Park,59420.0,Fitzroy Lions,Essendon Bombers,58,57,1,True,HOME_WIN,1,1980,VIC,VIC,0,Fitzroy Lions,0.8,96.8,21.4,2.0,7.0,1.0,0.4444444444444444,0,Essendon Bombers,0.6,102.6,28.6,-2.0,7.0,2.0,0.5263157894736842,0
Carlton Blues_Sydney Swans_1986-09-07_QF,1986-09-07,1986,QF,Melbourne Cricket Ground,66016.0,Carlton Blues,Sydney Swans,120,104,16,True,HOME_WIN,16,1980,VIC,NSW,1,Carlton Blues,0.8,121.8,40.4,2.0,8.0,2.0,0.875,0,Sydney Swans,0.4,101.4,-9.6,-1.0,8.0,1.0,0.11764705882352941,1
Carlton Blues_Hawthorn Hawks_1986-09-13_SF,1986-09-13,1986,SF,Waverley Park,62315.0,Carlton Blues,Hawthorn Hawks,112,84,28,True,HOME_WIN,28,1980,VIC,VIC,0,Carlton Blues,0.8,125.0,40.2,3.0,6.0,2.0,0.2631578947368421,0,Hawthorn Hawks,0.8,143.0,57.6,4.0,14.0,1.0,0.7777777777777778,0
Fitzroy Lions_Sydney Swans_1986-09-14_SF,1986-09-14,1986,SF,Melbourne Cricket Ground,65763.0,Fitzroy Lions,Sydney Swans,94,89,5,True,HOME_WIN,5,1980,VIC,NSW,1,Fitzroy Lions,0.8,89.6,19.8,3.0,8.0,4.0,0.5294117647058824,0,Sydney Swans,0.4,104.8,-9.4,-2.0,7.0,2.0,0.5,1
Fitzroy Lions_Hawthorn Hawks_1986-09-20_PF,1986-09-20,1986,PF,Waverley Park,68339.0,Hawthorn Hawks,Fitzroy Lions,110,54,56,True,HOME_WIN,56,1980,VIC,VIC,0,Hawthorn Hawks,0.8,149.8,69.4,-1.0,7.0,1.0,0.6666666666666666,0,Fitzroy Lions,0.8,76.4,3.8,4.0,6.0,2.0,0.3157894736842105,0
Carlton Blues_Hawthorn Hawks_1986-09-27_GF,1986-09-27,1986,GF,Melbourne Cricket Ground,101861.0,Hawthorn Hawks,Carlton Blues,110,68,42,True,HOME_WIN,42,1980,VIC,VIC,0,Hawthorn Hawks,0.8,137.6,61.0,1.0,7.0,1.0,0.7,0,Carlton Blues,0.8,120.2,36.0,4.0,14.0,2.0,0.2857142857142857,0
Brisbane Bears_North Melbourne Kangaroos_1987-03-27_1,1987-03-27,1987,1,Melbourne Cricket Ground,14096.0,North Melbourne Kangaroos,Brisbane Bears,104,137,-33,False,AWAY_WIN,-33,1980,VIC,QLD,1,North Melbourne Kangaroos,0.8,111.6,12.6,1.0,209.0,1.0,0.0,0,Brisbane Bears,,,,,,1.0,,1
Essendon Bombers_Western Bulldogs_1987-03-28_1,1987-03-28,1987,1,Waverley Park,22550.0,Western Bulldogs,Essendon Bombers,62,121,-59,False,AWAY_WIN,-59,1980,VIC,VIC,0,Western Bulldogs,0.4,83.4,-29.2,-2.0,210.0,1.0,0.375,0,Essendon Bombers,0.4,86.6,11.0,-3.0,203.0,1.0,0.6470588235294118,0
Fitzroy Lions_Melbourne Demons_1987-03-28_1,1987-03-28,1987,1,Melbourne Cricket Ground,18012.0,Melbourne Demons,Fitzroy Lions,128,89,39,False,HOME_WIN,39,1980,VIC,VIC,0,Melbourne Demons,0.6,107.6,-7.6,-1.0,210.0,1.0,0.4117647058823529,0,Fitzroy Lions,0.8,75.0,-1.0,-1.0,189.0,1.0,0.625,0
Collingwood Magpies_Sydney Swans_1987-03-28_1,1987-03-28,1987,1,Victoria Park,17129.0,Collingwood Magpies,Sydney Swans,74,165,-91,False,AWAY_WIN,-91,1980,VIC,NSW,1,Collingwood Magpies,0.4,106.4,3.8,2.0,210.0,1.0,0.5,0,Sydney Swans,0.4,108.0,9.2,-3.0,195.0,1.0,0.5294117647058824,1
Geelong Cats_St Kilda Saints_1987-03-28_1,1987-03-28,1987,1,People First Stadium,15867.0,St Kilda Saints,Geelong Cats,101,102,-1,False,AWAY_WIN,-1,1980,QLD,VIC,1,St Kilda Saints,0.0,79.4,-47.4,-5.0,210.0,1.0,0.125,1,Geelong Cats,0.4,106.0,-16.8,1.0,210.0,1.0,0.8823529411764706,1
Carlton Blues_Hawthorn Hawks_1987-03-28_1,1987-03-28,1987,1,Princes Park,19967.0,Carlton Blues,Hawthorn Hawks,104,149,-45,False,AWAY_WIN,-45,1980,VIC,VIC,0,Carlton Blues,0.8,118.0,33.4,-1.0,182.0,1.0,0.2608695652173913,0,Hawthorn Hawks,0.8,130.8,55.0,2.0,182.0,1.0,0.7272727272727273,0
Richmond Tigers_West Coast Eagles_1987-03-29_1,1987-03-29,1987,1,Domain Stadium,23897.0,West Coast Eagles,Richmond Tigers,133,119,14,False,HOME_WIN,14,1980,WA,VIC,1,West Coast Eagles,,,,,,1.0,1.0,0,Richmond Tigers,0.0,83.0,-53.8,-7.0,211.0,1.0,,1
Melbourne Demons_North Melbourne Kangaroos_1987-04-03_2,1987-04-03,1987,2,Melbourne Cricket Ground,19035.0,North Melbourne Kangaroos,Melbourne Demons,92,59,33,False,HOME_WIN,33,1980,VIC,VIC,0,North Melbourne Kangaroos,0.6,107.0,-1.4,-1.0,7.0,8.0,0.75,0,Melbourne Demons,0.6,112.2,-2.4,1.0,6.0,1.0,0.23529411764705882,0
Carlton Blues_Collingwood Magpies_1987-04-04_2,1987-04-04,1987,2,Waverley Park,29481.0,Collingwood Magpies,Carlton Blues,107,114,-7,False,AWAY_WIN,-7,1980,VIC,VIC,0,Collingwood Magpies,0.4,102.8,-11.8,-1.0,7.0,8.0,0.3157894736842105,0,Carlton Blues,0.6,108.6,8.6,-2.0,7.0,8.0,0.6666666666666666,0
Brisbane Bears_Geelong Cats_1987-04-04_2,1987-04-04,1987,2,GMHBA Stadium,15231.0,Geelong Cats,Brisbane Bears,131,150,-19,False,AWAY_WIN,-19,1980,VIC,QLD,1,Geelong Cats,0.6,111.2,-16.0,2.0,7.0,1.0,,0,Brisbane Bears,1.0,137.0,33.0,1.0,8.0,1.0,1.0,1
Essendon Bombers_West Coast Eagles_1987-04-04_2,1987-04-04,1987,2,Windy Hill,19845.0,Essendon Bombers,West Coast Eagles,119,114,5,False,HOME_WIN,5,1980,VIC,WA,1,Essendon Bombers,0.4,80.0,7.0,1.0,7.0,1.0,1.0,0,West Coast Eagles,1.0,133.0,14.0,1.0,6.0,1.0,,1
Fitzroy Lions_St Kilda Saints_1987-04-04_2,1987-04-04,1987,2,Princes Park,11348.0,Fitzroy Lions,St Kilda Saints,159,115,44,False,HOME_WIN,44,1980,VIC,VIC,0,Fitzroy Lions,0.6,73.6,-15.8,-2.0,7.0,8.0,0.625,0,St Kilda Saints,0.0,81.6,-40.2,-6.0,7.0,8.0,0.35294117647058826,0
Hawthorn Hawks_Richmond Tigers_1987-04-04_2,1987-04-04,1987,2,Melbourne Cricket Ground,17824.0,Richmond Tigers,Hawthorn Hawks,93,155,-62,False,AWAY_WIN,-62,1980,VIC,VIC,0,Richmond Tigers,0.0,89.8,-54.8,-8.0,6.0,8.0,0.375,0,Hawthorn Hawks,0.8,115.6,37.0,3.0,7.0,1.0,0.6470588235294118,0
Sydney Swans_Western Bulldogs_1987-04-05_2,1987-04-05,1987,2,Sydney Cricket Ground,15268.0,Sydney Swans,Western Bulldogs,187,79,108,False,HOME_WIN,108,1980,NSW,VIC,1,Sydney Swans,0.4,112.2,17.8,1.0,8.0,1.0,0.6470588235294118,0,Western Bulldogs,0.2,80.0,-41.6,-3.0,8.0,8.0,0.375,1
Fitzroy Lions_North Melbourne Kangaroos_1987-04-10_3,1987-04-10,1987,3,Waverley Park,10043.0,Fitzroy Lions,North Melbourne Kangaroos,129,55,74,False,HOME_WIN,74,1980,VIC,VIC,0,Fitzroy Lions,0.6,90.8,-9.0,1.0,6.0,5.0,0.5294117647058824,0,North Melbourne Kangaroos,0.6,97.4,-6.2,1.0,7.0,5.0,0.5,0
Collingwood Magpies_Hawthorn Hawks_1987-04-11_3,1987-04-11,1987,3,Princes Park,14058.0,Hawthorn Hawks,Collingwood Magpies,145,68,77,False,HOME_WIN,77,1980,VIC,VIC,0,Hawthorn Hawks,0.8,121.6,35.4,4.0,7.0,1.0,0.875,0,Collingwood Magpies,0.4,106.8,-3.4,-2.0,7.0,11.0,0.11764705882352941,0
Brisbane Bears_St Kilda Saints_1987-04-11_3,1987-04-11,1987,3,People First Stadium,12717.0,St Kilda Saints,Brisbane Bears,133,83,50,False,HOME_WIN,50,1980,QLD,QLD,0,St Kilda Saints,0.0,89.6,-32.0,-7.0,7.0,11.0,,1,Brisbane Bears,1.0,143.5,26.0,2.0,7.0,1.0,0.0,0
Geelong Cats_Melbourne Demons_1987-04-11_3,1987-04-11,1987,3,GMHBA Stadium,15397.0,Geelong Cats,Melbourne Demons,128,94,34,False,HOME_WIN,34,1980,VIC,VIC,0,Geelong Cats,0.6,113.4,-18.4,-1.0,7.0,5.0,0.5294117647058824,0,Melbourne Demons,0.4,98.6,-10.4,-1.0,8.0,5.0,0.5,0
